worker_id,task_id,task_response_id,Tweet,Tweet Text,Hate speech?,Non Toxic Text That Contains Reclaimed Hate Speech / Is About Toxic Topic
D69JPMAFP9GP,01065d35-43b7-4b75-a4cd-e43cb69fade8,9a429e7e-ac57-40bc-97a2-907347136f66,https://twitter.com/CockStockton/status/1566922088383860736?s=20&t=fYy76PeUKXRXbMy7RWyJFg,Another pathetic Keyboard Commissar playing revolutionary. He/Him go dilate your man made vagina.,Yes,No
32MTNCTCCVR6,f83a7556-64fd-4023-b5a5-38a6f478f1fb,97be3499-52d5-4202-8093-1eb2b7d50dff,https://twitter.com/goblingom/status/1566567736158949378?s=20&t=fYy76PeUKXRXbMy7RWyJFg,least schizo trooner,Yes,No
4TR6J693M9XK,ae895473-3de4-41e2-8cb7-9d9aabd87462,2cc74b2b-5c78-4722-9cd1-35085abf73a3,https://twitter.com/tristifristie/status/1552785347951710210?s=21&t=DSqPCWQHlUXs3Tn7belHzQ,"I'm not one to make racist remarks, but holy fucking shit i want to curb stop those stupid chinks in the room until their skulls crack open, Jesus fucking Christ how hard is it to not make a shit ton of noise at 11:30pm",Yes,No
DMDJ3QQK6JN9,9393090b-bffc-48ac-9957-fb122e5c24a3,022e1b94-7dbc-4707-8700-e4920fca4a09,https://twitter.com/TulAeons/status/1563635165800402946?s=20&t=fYy76PeUKXRXbMy7RWyJFg,says this AGP trooner,Yes,No
32MTNCTCCVR6,14c22158-088b-469b-9ac1-b9b91765e8ec,749e51b2-1d03-4485-92bf-28090fcf6c49,https://twitter.com/TulAeons/status/1563918217269108737?s=20&t=fYy76PeUKXRXbMy7RWyJFg,".oɹɐqɹɐqɐᴚ ⚢ · 𓇗
@TulAeons
·
Aug 28
ofc this mtf trooner is a furry. It might as well be a zoophile",Yes,No
32MTNCTCCVR6,c1569179-ac20-4928-b3a4-de13981de905,399ac63c-d5ef-4e5d-8f1a-b2a5e8665764,https://twitter.com/lmaosuine420/status/1562263962674253825?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"I wouldn’t have a problem with the troomer movement if it was about accepting yourself as you are. Go crazy, wear a dress, paint your fingernails. But pressuring people to conform to stereotypical gender roles and mutilate their bodies? I thought that was what LGBT was against",Yes,No
4TR6J693M9XK,345dc7e6-5edb-48ba-8c07-710045de3010,a416d62e-fa19-4841-904a-3ae494968b9a,https://twitter.com/JohnnySwift19/status/1566839094176620545?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"Yeah it's a great one. Cope, cry, seethe and dilate. Your propaganda means nothing to me.",Yes,No
DMDJ3QQK6JN9,90bfecb3-95de-4e3e-b83e-9c02ee70fdcc,a65cffc2-fd0c-4bf6-8287-4247bce599f3,https://twitter.com/iewandisney/status/1566825842495602689?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"Listen here you filthy Nigger, stop talking shit about us Asian people when we are clearly the Superior race and have owned you monkeys for decades! Do you understand me you dirty fucking Nigger?! Good now go back to picking cotton slave!!",Yes,No
4TR6J693M9XK,e02addae-fa4d-4d4d-9dd3-42688411e61c,db4018ac-2514-4928-83ae-524d3ce85166,https://twitter.com/UygherslnParis/status/1566489755428143105?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"Cause I'm a gooner
I'm a groomer
I'm a discord trooner",Yes,No
32MTNCTCCVR6,3c5d0e3b-86e4-43d6-ac20-133d09ae7e98,826f01c0-e082-400f-8c82-958d254f54d9,https://twitter.com/preggo_preteens/status/1565943620644978688?s=20&t=fYy76PeUKXRXbMy7RWyJFg,Just found out niggers are real no no there's no way there's no way it can't be true no no way no no no no it's not true no no it's not possible no no no no no no no no,Yes,No
4TR6J693M9XK,e4e84b1a-fdb1-4186-8827-bccc4978718f,e3023a4e-cbab-4b5a-86f0-5564c70c9316,https://twitter.com/lil_barkhadle/status/1566857303487283201?s=20&t=fYy76PeUKXRXbMy7RWyJFg,Watch your tone black boy before I place a knee on your nigger (with a hard r) neck.,Yes,No
32MTNCTCCVR6,bada966e-66b6-41c4-8362-364e681be3a5,7849247c-8f98-4717-8b19-37ca5dcd6457,https://twitter.com/clearpilledkeb/status/1566849133390057475?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"*niggers start fighting in the McDonald's

Me: I'm focusing on framing. A proper frame not only draws the eye into a picture, but keeps it there longer, dissolving the barrier between the subject and the outside of the frame.",Yes,No
DMDJ3QQK6JN9,0573b997-ac60-4710-baf9-646fe325754f,946c93e0-7c8b-485a-909a-30fce29105d9,https://twitter.com/Anthony07795096/status/1566923304736374785?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"I do take solace in the fact that one day if you do manage to get old you’ll invariably end up in a shitty, run-down state-funded nursing home where you will be entirely reliant on Dai’Quil Johnson the third to dilate your mutilated penis for you.",Yes,No
D69JPMAFP9GP,b69060a4-9d8a-421f-9d5b-9660202492f7,11d1aeb0-04f2-413c-b91a-e6771301622a,https://twitter.com/clearpilledkeb/status/1566112733073915904?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"""If you watch it you can see this niggers head explode"" 

""Thank you Lou heres $20,000""",Yes,No
7GPE469D37XA,fb63c23f-04af-4cf7-a3f3-4c5868f68d83,c71663e7-5848-417b-a01b-847dfddd9642,https://twitter.com/poop_tec/status/1554306207841525761?s=21&t=DSqPCWQHlUXs3Tn7belHzQ,"One a these guy Korean er somthing? I cant see the big one, he got that stupid mask on.
but if he is, he the biggest damn slope I ever seen, kinna like that chink Yao-ming.",Yes,No
32MTNCTCCVR6,c350a11e-cf7a-4603-a6d4-6ca29de2ee0b,315ec558-a032-412f-95bb-d3028a2f9473,https://twitter.com/RowcliffeAndy/status/1566824165344444417?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"“If it doesn’t fit with my warped view of the world it must be fabricated, whaaaaaaaaa!!!” Troon.",Yes,No
7TQPVNV4CT2C,e5b13a39-a63d-4a3e-99d8-9601bd69b6b0,5b1d94b3-9354-4505-8deb-cc9817732ecf,https://twitter.com/DarkLord75253/status/1566806696739180545?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"I was thinking, .oO(Bitch, I'm not even headed in there with you.) There's a fucking difference between transgender people and transvestites. I know I'm a man. I'm a not a troon trying to convince people I'm a woman.",Yes,No
4TR6J693M9XK,e8f4ddc0-8324-4196-b82b-5140f73edae0,029063f1-4474-4bfb-a1b3-a79022900a28,https://twitter.com/GothmogJoey/status/1566846036726931459?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"It's still accessible via Tor you imbecile. BTW you seem to be happy with the mutilation of children pushed by troon lunatics. 

Idiots like you never think about, that one day, somebody may take your speech away.",Yes,No
4TR6J693M9XK,0dcfe37d-ec08-4d2b-a168-4ba0b5ea3a6a,3a6f8c58-5595-4844-afb4-400123be3102,https://twitter.com/EgregoreClegane/status/1566810359217913858?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"What you’d need to reckon with, though, is that it’s 100% lawful to post “[x person] is a disgusting troon who mails hormones to young boys and did fart porn,” so long as the info is true.",Yes,No
32MTNCTCCVR6,88578ca1-cf7a-4685-8215-41fabb28d877,125ca9a2-1438-4e79-a187-3971422f5f6b,https://twitter.com/MDraxel/status/1566868364957519873?s=20&t=fYy76PeUKXRXbMy7RWyJFg,Porn addiction is destroying young men and a big reason for the troon scourge.,Yes,No
4TR6J693M9XK,83168009-44da-4e60-b710-14e06e3c024a,0d7b3f85-47f3-42d0-8cf2-8f45e68c78c9,https://twitter.com/ArtsAvian/status/1565360561419952128?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"I have been informed that pedophiles find the words ""troon"" and ""trooner"" offensive. Lmao fucking degenerates, you wanna fuck kids I'm not gonna censor the words because they hurt your feelings",Yes,No
D69JPMAFP9GP,8bc63f3a-9c6e-4aae-8abc-b1d1222e7c14,415c160d-509f-4816-badf-6f687e3ee306,https://twitter.com/TroyFowler4/status/1566901191090778112?s=20&t=fYy76PeUKXRXbMy7RWyJFg,Keffals and the troon squad.,Yes,No
DMDJ3QQK6JN9,8abdd8cb-de5d-4b39-8a23-9a8a4533e3ec,72c211a3-0376-4f9b-9d35-6d3f4ec3ea5c,https://twitter.com/itsabombboy/status/1566864349515264000?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"Free speech online takes a massive blow all because a dumb troon got documented on 

I cant wait until you're all the targets of the next thing",Yes,No
4TR6J693M9XK,5400ebf5-92b4-4994-a0eb-0aa6a50305fb,d0025792-6bb0-49a5-bb21-d3052526add8,https://twitter.com/Theratchef1/status/1559538637951442945?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"You havent posted any pics of yourself so imma just assume you look like the troomer meme (cause you all do, everyone can tell youre trans by looking at yall) and im more likely to be correct than not",Yes,No
32MTNCTCCVR6,1bb8a497-7ff2-42b5-af83-e0208b1efe1a,41bf948e-829a-4b2f-b321-1f484021e514,https://twitter.com/AfriqueEmpereur/status/1566903262871265280?s=20&t=fYy76PeUKXRXbMy7RWyJFg,Ugly fat troon is ugly and fat,Yes,No
4TR6J693M9XK,1905817d-29b7-4ed4-9aa0-8a0d3c10438b,c33bd581-4892-4a41-85af-a1fd2bbd939d,https://twitter.com/LGBTFeednSeed/status/1566830096656334849?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"spoken like a true slave, dilate",Yes,No
DMDJ3QQK6JN9,564b5b4f-5f9c-4216-8dd1-b65a76496444,8348a7b0-fa03-443b-9761-2308ae3ba2a9,https://twitter.com/snekpilled/status/1566883054353793024?s=20&t=fYy76PeUKXRXbMy7RWyJFg,most attractive troon,Yes,No
4TR6J693M9XK,a4dcec1a-7f59-42e1-8425-9a2a3eed0aab,ee661de9-eb98-48b3-863b-f383e17ac1de,https://twitter.com/_Doggmatik_/status/1566916138805624838?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"Bro, the Troon Jannie Extraordinaire @PennyOaken
literally Posts CP to reddit groups that make fun of weirdos.

Don't project that degenerate bullshit on me.",Yes,No
DMDJ3QQK6JN9,fcd751c3-73cd-4ef6-a65a-1e4f8b047db2,c1cea97f-2e2f-40d3-a4b9-d0333d41b848,https://twitter.com/lmaosuine420/status/1566849664426471425?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"I know, it’s in the works. I was planning on submitting a writing sample and method acting as a troon ally to secure a guest article, then dropping some truth bombs in the actual article I submitted. But it would probably taken down faster than keffals leaks his new location",Yes,No
32MTNCTCCVR6,2409542a-a7c1-474e-a4a5-6d555a053c1c,da99d9a2-75b9-4a45-984f-59449142f1c3,https://twitter.com/YoneUndead/status/1565301842384494593?s=20&t=fYy76PeUKXRXbMy7RWyJFg,niggers man,Yes,No
DMDJ3QQK6JN9,085ba5ae-4906-428b-8a5a-11dca5544615,5e138da9-1453-41e7-af7d-90d7e38629b7,https://twitter.com/ACBLaserEyes/status/1566824385419386880?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"troon to pedo Venn diagram gets closer to circle territory every day don’t it 

you’re right",Yes,No
4TR6J693M9XK,fc3427a6-1835-4e7e-bcba-3361736a9042,c741d039-94d9-4b69-9ecc-89a230036561,https://twitter.com/Ana55764914/status/1566829775921942528?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"You are (the troon comunity) just that stup/d, that you are attacking you own allies, really you are a joke",Yes,No
DMDJ3QQK6JN9,fa4e49b9-c723-48be-97ce-cb1956a64067,96bf69c4-435b-4cf0-9ae9-e4c4a096e173,https://twitter.com/Taiga_Chad/status/1564730012556824581?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"“I’m going to say Nigger!”

“On twitter?”

“NO IN REAL LIFE!!!”",Yes,No
4TR6J693M9XK,021e5c09-a7ff-49e3-afb7-1b570373b884,8156c8e2-401c-4c50-9e80-16bf35f168b7,https://twitter.com/vivaandixit1/status/1566794981590716416?s=20&t=fYy76PeUKXRXbMy7RWyJFg,i hate NIGGERS so much its unreal,Yes,No
7TQPVNV4CT2C,4241b43c-800e-4c22-908a-3aabe62d57fa,3e936a3f-eb8f-40b9-bc3d-01f20422cab7,https://twitter.com/DonInHtown/status/1566912543318319110?s=20&t=fYy76PeUKXRXbMy7RWyJFg,Troon squad….lmao,Yes,No
4TR6J693M9XK,0daf2e6e-dcc3-47e3-a4f6-e8577573d8f5,5c9f044e-48c7-43c6-930d-c46ac5b8cdf1,https://twitter.com/rednordidswag/status/1475633123056570375?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"Nigger 
Faggot 
Troon",Yes,No
32MTNCTCCVR6,c7920de6-2e8c-4252-97f0-5f2682f94d4b,e5438958-dda6-4a5f-98e0-4690e993781d,https://twitter.com/longbeachgriffy/status/1565864198776791040?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"if I was raised to hate , I would be mad at this jigaboo too, singing the white mans anthem better than the white man…this nigger outta be out his mind.",Yes,No
G2TRYVTMMVWW,a188f283-57cd-4344-af7a-ee273a6e56b2,92a7a6f1-36dc-41c7-91fa-172c45d4276e,https://twitter.com/CyberSpyhnx/status/1566806805555998725?s=20&t=fYy76PeUKXRXbMy7RWyJFg,FUCKING STUPID NIGGER. HOPE HE GETS HIS COCAINE HIS PUSSY HIS TITTY PICTURES OF HER AND DRIVES AROUND IN THE CHEROKEE.,Yes,No
32MTNCTCCVR6,659b96e8-05c2-4706-b4e2-fe013b4ab5b1,637f3a9a-b968-487e-b15a-96ffeebd4f65,https://twitter.com/stlbrn/status/1566905804082618370?s=20&t=fYy76PeUKXRXbMy7RWyJFg,its just the troon class,Yes,No
4TR6J693M9XK,85a03283-5217-4298-823c-1694d7b448bf,a9a4c265-4ec3-4980-b781-0f6fbed66da2,https://twitter.com/fahrpaneger1982/status/1566920981310066690,Everyone with two brain cells knew the chinks did it on day 1.,Yes,No
G2TRYVTMMVWW,f7f72f70-acc6-41c6-b4ec-d82d43d065c2,e29f2c36-a4fe-44a3-bb6a-e622294013cf,https://twitter.com/lmaosuine420/status/1561163388700409856?s=20&t=fYy76PeUKXRXbMy7RWyJFg,"Nice try, troomer. That’s the only time that assumption holds, because troons like you are trying to make words lose all meaning, and succeeding. Careful what you wish for",Yes,No
4TR6J693M9XK,29a3c1a7-033d-4956-a8ac-03bae5e9d662,56bf4ee3-b3df-449a-9c4d-08f5a548f602,https://twitter.com/startplay_soft/status/1566919472656646144,Paul be like: WHITE POWER NIGGER !,Yes,No
7TQPVNV4CT2C,e4857ac3-f001-4fb9-b502-21b9f910224d,404a03da-30d0-4f6d-a3e4-8fc441d54bfd,https://twitter.com/gretagarbled/status/1564119757573754881,"No more roasted camel jockey kid for breakfast?
That's sad. :*(
But, if you're healthier for it, Prince Talal has no problem taking up the slack, he'll be eating those delicacies for you.",Yes,No
32MTNCTCCVR6,f24be838-5470-4384-8a27-c904e7e70ad7,4943a6e5-78ad-4428-a712-a3c28bbec67d,https://twitter.com/AndrewB99609651/status/1566923333953806338,The fix is in Trump criminal activities is above the law ! White power!,Yes,No
4TR6J693M9XK,608c9a8b-88ae-4f3a-b8bb-15a03da1be90,42ee6307-b2b2-48da-a370-6108974daf11,https://twitter.com/startplay_soft/status/1566919253642682372,White power nigger,Yes,No
G2TRYVTMMVWW,6014ffd9-0971-4d91-8f69-b801df7f2752,cff4c22b-94a6-4de0-8edb-cc1726ea70e2,https://twitter.com/SriPankaj108/status/1566922325324349444,"I thought Jews were Arabs. What would make me think that? God returned the Jews to the homeland. Should there be a past life regression where Bob says to Jeff, look at the nigger start to twitch! That is their current life explained. I have had those regressions. They work.",Yes,No
7TQPVNV4CT2C,5a4d3c36-5c4f-4aeb-9440-77bbecff82db,bfccc48e-d1d7-48c8-897f-01426c826457,https://twitter.com/SoluxFin/status/1565539981036224512,Sure thing camel jockey. I can't belive you hate non-straight people and use gay as an insult but you still play games like the last of us where the main character is gay.,Yes,No
32MTNCTCCVR6,44c3c600-7cfd-4ce2-af4e-14eb8c568298,082b0645-a831-4edb-b7a4-52fd4447af6e,https://twitter.com/GamezAndMoreCH/status/1563145731384692736,Old Lying camel Jockey is at it again,Yes,No
4TR6J693M9XK,87d4d399-cb05-4c6f-8781-f3d6d9fa65be,3045ed2e-3984-437e-900b-e6e603ca78c7,https://twitter.com/JamieJett6/status/1566827233980960768,Camel jockey says what?,Yes,No
G2TRYVTMMVWW,5f84e829-0c3e-482a-bf38-63b26e8e6558,5286cedc-3519-4652-b06a-bf64946bcfbf,https://twitter.com/BuddhasPalm/status/1564124189015289856,"How is that an acceptable result? What if he was wog like me, or a Gook, or an Abo, or heaven forbid a Camel jockey Raghead. No amount of letter writing or donations would have saved our arses.",Yes,No
D69JPMAFP9GP,9c131c5b-f31d-4dd1-9e39-ecf833a7d9a6,6eadbe51-30e0-4090-8629-9a08b6f8eaeb,https://twitter.com/BallonPhil/status/1554674360555823106,There's one less towelhead to feed thanks to our US troopslol,Yes,No
4TR6J693M9XK,886b5930-61d9-40e4-8ea2-c9e5814800b7,7ece2a8d-77fa-4121-8b42-ddcbd1c4d054,https://twitter.com/BikeMike48/status/1561762113239977984,Camel Toe .. vs .. Camel Jockey,Yes,No
32MTNCTCCVR6,c374a208-4a34-41ec-9e7b-dcccc4ba5e7a,0c6b675b-7cec-4d6d-85d7-e6f97387e219,https://twitter.com/peenguss/status/1566887579424899077,Speak English camel jockey nobody uses your bullshit language,Yes,No
4TR6J693M9XK,0c686458-4458-489a-a034-f2c2eae6775f,88e9e471-df4c-4a9e-bba9-de9e066d5802,https://twitter.com/lowiephobia/status/1566120828017729536?s=20&t=fYy76PeUKXRXbMy7RWyJFg,talking to a random on discord to find out hes a nigger is soo disappointing,Yes,No
7TQPVNV4CT2C,cf7707fe-9af7-4bea-9911-c43168588066,a7dc31c9-ddc8-4c0c-88ec-cdae8de991be,https://twitter.com/IgnatiusKeane/status/1558376470895927296,The lefties will love this towelhead tosser - Aust Govt bails him out on prisoner-swap deal and he converts and runs back to them. WTAF??? Should've left him - Guess the terrorists must be pretty inclusive!,Yes,No
4TR6J693M9XK,45ada307-c123-4e54-bb22-e5b35e9f0e33,5f6deb1e-00da-4897-b678-27426dc99813,https://twitter.com/Builder864/status/1566832021980291075,Biden has killed more people than this camel jockey.,Yes,No
G2TRYVTMMVWW,36df26cf-2162-4a76-b8de-a6076d3ae8e0,3ce55723-1fdf-4502-8af2-38991957aa43,https://twitter.com/Will_Mallard/status/1559187598773555201,"Yeah , so who gives a Flying Fuck what the gart dam Former Afghan president thinks of Trump’s deal with Taliban on US withdrawal from anywhere or anything.
The towelhead P.O.S.💩!!!",Yes,No
D69JPMAFP9GP,7a58cd98-1aae-469a-8577-4b33da0aa70d,7ce4b8d6-84c7-4474-9f1f-e1e3c5ddfe2c,https://twitter.com/flanagin2002/status/1564338671981060097,Y'all turbin wearing 🐪 camel jockey better swim and head further south,Yes,No
4TR6J693M9XK,09689e64-92f8-4835-a114-f07395ceb9f7,4ec53fd3-f6a2-424e-8089-51baeac5a381,https://twitter.com/sixersplzwin/status/1566921382650433537,Not that fat fuck,Yes,No
7TQPVNV4CT2C,df63dac5-8e2e-4f7c-b821-7a48b31f4c29,8d1d2026-8750-4334-b863-c1849ff72b2e,https://twitter.com/X_Medic/status/1558565479207211009,"F U C K Iran's leaders! TOWELHEAD, CAMEL JOCKEYs.. anyone (mullas) who spins religion (Muslim, a very peaceful religion) are scumbags. Iran wants Nukes? Well send an ICBM.",Yes,No
32MTNCTCCVR6,b03ef006-ab5c-41a9-87a6-6649e440f5b8,657e57c5-73a0-445c-a89c-5d3c7636d676,https://twitter.com/realkeshadow/status/1566921585390669824,"Nigger 
Cracker 
chink
FUNKY monkey 
coolest bean in the burrito",Yes,No
4TR6J693M9XK,d086528f-fab2-4018-af19-c6053fb1f5e6,9596137d-68c2-4415-b58b-6a3d28a23e30,https://twitter.com/KingDavidK63/status/1564253690877411329,"You didn’t write this, towelhead.",Yes,No
DMDJ3QQK6JN9,a6cdae92-5a0b-41af-80d0-6614ad2fe5b1,7ee1a0e1-709f-43b0-888f-158650b64e07,https://twitter.com/Dave22552702/status/1567258827405365249,"They day is probably dawning when Hindus, Jews, Black and White Christians will have had enough of this and drive these Islamic scum from our shores and we can live in harmony.",Yes,No
4TR6J693M9XK,56150efe-4ee3-420f-b59c-40e276576fa5,01cefb9c-1830-45fb-a08c-80faa0dcea9a,https://twitter.com/Richlive305/status/1566522467677622276,This guy is a camel jockey. His wife smells like elefant ass and people in his country live in mud huts.,Yes,No
7TQPVNV4CT2C,dc97cd5f-72bf-4ba6-b7e7-3abac72fc09f,3ab1c09c-aeaf-44de-b951-9b087a544adf,https://twitter.com/AlbanKodra6/status/1566918759230611456,All scandinavians mixed with niggers and arabs nowadays piss in the toilet sitting wearing dresses and you teach us lessons? Get the fuck out of here,Yes,No
G2TRYVTMMVWW,9707523f-c171-430b-9065-0b85e7b5681f,68b99c40-5880-41a6-ac57-b8aa97e173a0,https://twitter.com/yennigee/status/1131896176326971399?s=21&t=0_q-FSDHowPxfxHkAolmoA,https://twitter.com/leeglizzyy/status/1215081183593234433?s=21&t=0_q-FSDHowPxfxHkAolmoA,Yes,No
4TR6J693M9XK,d230138b-38a3-4b03-884c-0471f116e898,100f7f5c-1b12-495e-af1f-8cf32dd61e73,https://twitter.com/terpgod710/status/1066551951452585985?s=21&t=0_q-FSDHowPxfxHkAolmoA,So Dwight Howard fucking trannys now?,Yes,No
D69JPMAFP9GP,840a0c90-03bb-4ae4-8355-2ed9f73ad702,e745797c-2827-498f-a7f1-718dac1a1d68,https://twitter.com/Samckatz/status/1563701957415636995,Hey towelhead go duk a sick,Yes,No
DMDJ3QQK6JN9,5674002c-6c93-4a4d-9eda-acb8864d2bfa,5a75b7ce-4120-43a9-bcda-b3ce365bf222,https://twitter.com/loggingkeys/status/1565184634463330308,having fun beating your dick every night meanwhile me and harper r inlove you terrorist towelhead,Yes,No
32MTNCTCCVR6,a392a183-5f80-480e-ac8c-e5636eb906eb,e62bf765-d63c-44c1-bfc4-822b460efcb3,https://twitter.com/AmyRaspberry/status/1566435321692266498,Aren't u from some towelhead country without roads n shit?,Yes,No
G2TRYVTMMVWW,74860639-6ce9-41e5-8458-845e3616810d,9b208ce8-6e1c-49b7-94a3-af8ad5d08311,https://twitter.com/theonlybfa/status/1214990079975985153?s=21&t=0_q-FSDHowPxfxHkAolmoA,Lemme find out y’all niggas are out here fucking trannys,Yes,No
4TR6J693M9XK,f25bc844-db33-49b8-b8d8-d848d9c6aa61,c9874368-fe5e-4514-9274-a636d020f717,https://twitter.com/plainjanedee_/status/1182054800818606083?s=21&t=0_q-FSDHowPxfxHkAolmoA,Just like men don’t know when they fucking trannys.,Yes,No
DMDJ3QQK6JN9,9e0d38da-6289-49b7-a37f-eabfdd5c23a6,fc601c8d-71c5-49a7-876d-5b9451a3c94f,https://twitter.com/kitchenpiece/status/1564852239029702657?s=21&t=0_q-FSDHowPxfxHkAolmoA,hate niggers,Yes,No
G2TRYVTMMVWW,ce3a9f33-abe7-41ad-9dc4-cc99071a8a93,86594b3d-6ef4-459e-a790-618ef17a927f,https://twitter.com/plumberalberta/status/1422018619463061504?s=21&t=0_q-FSDHowPxfxHkAolmoA,"Trannys are starting to dominate the track 🤦🏽‍♂️ what’s the fucking point of having gendered sports if some coward can just compete against women. Fuck this makes me mad

So unfair for the actual women.

Why don’t they make a third classification for them they can compete each other",Yes,No
4TR6J693M9XK,029d3846-dcd3-47e4-94b8-fa5eb21af5ea,1e366275-5fe2-4ceb-9ff4-9e04e262fcfe,https://twitter.com/cookzxoxo/status/1349590635263606785?s=21&t=0_q-FSDHowPxfxHkAolmoA,"When I tell you I don’t trust these dudes I DONT TRUST THESE DUDES .. half of them fucking trannys ... cheating on you, fucking nasty bitches I’ve experienced and witness to much🥵",Yes,No
32MTNCTCCVR6,d4036e1c-0b57-4a1e-9101-19495e93c4b9,3ce1a7ea-714b-462f-8e90-8ce26c3ece37,https://twitter.com/AmourrrDej/status/1566894727722668032,i honestly don’t even see that girl responding nomo😭😭😭 atp chink is talking to herself,Yes,No
4TR6J693M9XK,e3eee244-4c37-45d2-9844-fbd7c9142afc,3d65d8a5-0cbe-4bef-a881-f50901e43bf8,https://twitter.com/mourinhojnr_/status/1564528024770547719?s=21&t=0_q-FSDHowPxfxHkAolmoA,"You said you're single because you ""hate niggas"" but I think"" it's because you ""hate niggers"". Read that again",Yes,No
